scaffold_1	0	5000000	9.13
scaffold_1	5000000	10000000	8.98
scaffold_1	10000000	15000000	9.51
scaffold_1	15000000	20000000	10.68
scaffold_1	20000000	25000000	11.38
scaffold_1	25000000	30000000	12.11
scaffold_1	30000000	35000000	12.12
scaffold_1	35000000	40000000	12.47
scaffold_1	40000000	45000000	12.32
scaffold_1	45000000	50000000	12.61
scaffold_1	50000000	55000000	12.87
scaffold_1	55000000	60000000	12.46
scaffold_1	60000000	65000000	12.99
scaffold_1	65000000	70000000	12.96
scaffold_1	70000000	75000000	12.82
scaffold_1	75000000	80000000	12.63
scaffold_1	80000000	85000000	12.58
scaffold_1	85000000	90000000	12.42
scaffold_1	90000000	95000000	12.44
scaffold_1	95000000	100000000	13.15
scaffold_1	100000000	105000000	13.27
scaffold_1	105000000	110000000	13.12
scaffold_1	110000000	115000000	13.19
scaffold_1	115000000	120000000	13.27
scaffold_1	120000000	125000000	13.18
scaffold_1	125000000	130000000	12.90
scaffold_1	130000000	135000000	13.01
scaffold_1	135000000	140000000	12.62
scaffold_1	140000000	145000000	13.07
scaffold_1	145000000	150000000	13.03
scaffold_1	150000000	155000000	12.58
scaffold_1	155000000	160000000	12.19
scaffold_1	160000000	165000000	11.80
scaffold_1	165000000	170000000	11.23
scaffold_1	170000000	175000000	11.84
scaffold_1	175000000	180000000	12.84
scaffold_1	180000000	185000000	11.02
scaffold_1	185000000	190000000	13.63
scaffold_1	190000000	195000000	9.22
scaffold_1	195000000	200000000	10.08
scaffold_1	200000000	205000000	10.52
scaffold_1	205000000	210000000	10.91
scaffold_1	210000000	215000000	11.58
scaffold_1	215000000	220000000	11.90
scaffold_1	220000000	225000000	12.08
scaffold_1	225000000	230000000	12.78
scaffold_1	230000000	235000000	13.00
scaffold_1	235000000	240000000	12.45
scaffold_1	240000000	245000000	12.82
scaffold_1	245000000	250000000	12.80
scaffold_1	250000000	255000000	12.58
scaffold_1	255000000	260000000	12.90
scaffold_1	260000000	265000000	12.39
scaffold_1	265000000	270000000	12.96
scaffold_1	270000000	275000000	12.96
scaffold_1	275000000	280000000	12.97
scaffold_1	280000000	285000000	13.16
scaffold_1	285000000	290000000	12.79
scaffold_1	290000000	295000000	12.88
scaffold_1	295000000	300000000	12.73
scaffold_1	300000000	305000000	13.02
scaffold_1	305000000	310000000	12.59
scaffold_1	310000000	315000000	12.45
scaffold_1	315000000	320000000	12.19
scaffold_1	320000000	325000000	11.94
scaffold_1	325000000	330000000	11.81
scaffold_1	330000000	335000000	10.64
scaffold_1	335000000	340000000	10.86
scaffold_1	340000000	345000000	10.17
scaffold_1	345000000	350000000	9.64
scaffold_1	350000000	355000000	8.50
scaffold_1	350360412	355360412	8.23
scaffold_2	0	5000000	9.05
scaffold_2	5000000	10000000	10.05
scaffold_2	10000000	15000000	10.17
scaffold_2	15000000	20000000	10.99
scaffold_2	20000000	25000000	11.16
scaffold_2	25000000	30000000	11.55
scaffold_2	30000000	35000000	12.02
scaffold_2	35000000	40000000	12.07
scaffold_2	40000000	45000000	12.32
scaffold_2	45000000	50000000	12.60
scaffold_2	50000000	55000000	13.36
scaffold_2	55000000	60000000	12.32
scaffold_2	60000000	65000000	12.62
scaffold_2	65000000	70000000	13.16
scaffold_2	70000000	75000000	13.55
scaffold_2	75000000	80000000	13.23
scaffold_2	80000000	85000000	12.87
scaffold_2	85000000	90000000	12.88
scaffold_2	90000000	95000000	12.76
scaffold_2	95000000	100000000	12.65
scaffold_2	100000000	105000000	12.55
scaffold_2	105000000	110000000	12.25
scaffold_2	110000000	115000000	11.77
scaffold_2	115000000	120000000	11.25
scaffold_2	120000000	125000000	10.93
scaffold_2	125000000	130000000	10.70
scaffold_2	130000000	135000000	9.93
scaffold_2	135000000	140000000	10.63
scaffold_2	140000000	145000000	10.22
scaffold_2	145000000	150000000	10.29
scaffold_2	150000000	155000000	11.11
scaffold_2	155000000	160000000	11.23
scaffold_2	160000000	165000000	12.50
scaffold_2	165000000	170000000	12.74
scaffold_2	170000000	175000000	12.93
scaffold_2	175000000	180000000	13.87
scaffold_2	180000000	185000000	13.53
scaffold_2	185000000	190000000	13.43
scaffold_2	190000000	195000000	13.41
scaffold_2	195000000	200000000	13.12
scaffold_2	200000000	205000000	12.93
scaffold_2	205000000	210000000	12.79
scaffold_2	210000000	215000000	12.93
scaffold_2	215000000	220000000	12.99
scaffold_2	220000000	225000000	13.10
scaffold_2	225000000	230000000	12.94
scaffold_2	230000000	235000000	13.26
scaffold_2	235000000	240000000	13.09
scaffold_2	240000000	245000000	12.70
scaffold_2	245000000	250000000	12.50
scaffold_2	250000000	255000000	13.46
scaffold_2	255000000	260000000	12.81
scaffold_2	260000000	265000000	12.51
scaffold_2	265000000	270000000	12.21
scaffold_2	270000000	275000000	12.34
scaffold_2	275000000	280000000	12.40
scaffold_2	280000000	285000000	11.61
scaffold_2	285000000	290000000	10.11
scaffold_2	290000000	295000000	8.27
scaffold_2	295000000	300000000	9.10
scaffold_2	300000000	305000000	11.67
scaffold_2	305000000	310000000	10.47
scaffold_2	309158933	314158933	9.69
scaffold_3	0	5000000	11.71
scaffold_3	5000000	10000000	12.46
scaffold_3	10000000	15000000	15.45
scaffold_3	15000000	20000000	16.33
scaffold_3	20000000	25000000	16.94
scaffold_3	25000000	30000000	17.34
scaffold_3	30000000	35000000	17.44
scaffold_3	35000000	40000000	17.39
scaffold_3	40000000	45000000	18.21
scaffold_3	45000000	50000000	18.50
scaffold_3	50000000	55000000	17.81
scaffold_3	55000000	60000000	18.67
scaffold_3	60000000	65000000	15.12
scaffold_3	65000000	70000000	12.31
scaffold_3	70000000	75000000	11.98
scaffold_3	75000000	80000000	11.75
scaffold_3	80000000	85000000	11.56
scaffold_3	85000000	90000000	10.92
scaffold_3	90000000	95000000	10.09
scaffold_3	95000000	100000000	10.25
scaffold_3	100000000	105000000	9.78
scaffold_3	105000000	110000000	11.54
scaffold_3	110000000	115000000	10.47
scaffold_3	115000000	120000000	9.78
scaffold_3	120000000	125000000	9.99
scaffold_3	125000000	130000000	11.64
scaffold_3	130000000	135000000	11.40
scaffold_3	135000000	140000000	11.92
scaffold_3	140000000	145000000	12.70
scaffold_3	145000000	150000000	12.42
scaffold_3	150000000	155000000	12.35
scaffold_3	155000000	160000000	12.18
scaffold_3	160000000	165000000	12.90
scaffold_3	165000000	170000000	12.83
scaffold_3	170000000	175000000	12.92
scaffold_3	175000000	180000000	12.78
scaffold_3	180000000	185000000	12.77
scaffold_3	185000000	190000000	13.10
scaffold_3	190000000	195000000	12.92
scaffold_3	195000000	200000000	12.84
scaffold_3	200000000	205000000	13.12
scaffold_3	205000000	210000000	12.94
scaffold_3	210000000	215000000	12.76
scaffold_3	215000000	220000000	12.63
scaffold_3	220000000	225000000	12.44
scaffold_3	225000000	230000000	12.95
scaffold_3	230000000	235000000	12.29
scaffold_3	235000000	240000000	12.05
scaffold_3	240000000	245000000	12.70
scaffold_3	245000000	250000000	11.95
scaffold_3	250000000	255000000	11.19
scaffold_3	255000000	260000000	11.25
scaffold_3	260000000	265000000	10.72
scaffold_3	265000000	270000000	10.11
scaffold_3	270000000	275000000	9.82
scaffold_3	275000000	280000000	8.67
scaffold_3	276461234	281461234	9.71
scaffold_4	0	5000000	8.72
scaffold_4	5000000	10000000	9.44
scaffold_4	10000000	15000000	10.30
scaffold_4	15000000	20000000	10.99
scaffold_4	20000000	25000000	11.63
scaffold_4	25000000	30000000	12.31
scaffold_4	30000000	35000000	12.37
scaffold_4	35000000	40000000	12.44
scaffold_4	40000000	45000000	12.68
scaffold_4	45000000	50000000	13.20
scaffold_4	50000000	55000000	12.99
scaffold_4	55000000	60000000	12.97
scaffold_4	60000000	65000000	13.41
scaffold_4	65000000	70000000	13.34
scaffold_4	70000000	75000000	12.88
scaffold_4	75000000	80000000	13.75
scaffold_4	80000000	85000000	12.83
scaffold_4	85000000	90000000	12.56
scaffold_4	90000000	95000000	12.83
scaffold_4	95000000	100000000	13.13
scaffold_4	100000000	105000000	12.56
scaffold_4	105000000	110000000	11.86
scaffold_4	110000000	115000000	11.72
scaffold_4	115000000	120000000	11.04
scaffold_4	120000000	125000000	10.30
scaffold_4	125000000	130000000	9.94
scaffold_4	130000000	135000000	11.12
scaffold_4	135000000	140000000	9.50
scaffold_4	140000000	145000000	9.56
scaffold_4	145000000	150000000	10.49
scaffold_4	150000000	155000000	10.93
scaffold_4	155000000	160000000	11.28
scaffold_4	160000000	165000000	11.09
scaffold_4	165000000	170000000	11.64
scaffold_4	170000000	175000000	12.87
scaffold_4	175000000	180000000	12.68
scaffold_4	180000000	185000000	12.22
scaffold_4	185000000	190000000	12.80
scaffold_4	190000000	195000000	12.75
scaffold_4	195000000	200000000	13.49
scaffold_4	200000000	205000000	12.21
scaffold_4	205000000	210000000	12.71
scaffold_4	210000000	215000000	12.44
scaffold_4	215000000	220000000	12.13
scaffold_4	220000000	225000000	11.72
scaffold_4	225000000	230000000	13.23
scaffold_4	230000000	235000000	10.92
scaffold_4	235000000	240000000	10.48
scaffold_4	240000000	245000000	9.85
scaffold_4	245000000	250000000	9.32
scaffold_4	248587442	253587442	8.93
scaffold_5	0	5000000	8.65
scaffold_5	5000000	10000000	9.66
scaffold_5	10000000	15000000	9.96
scaffold_5	15000000	20000000	11.39
scaffold_5	20000000	25000000	11.41
scaffold_5	25000000	30000000	11.90
scaffold_5	30000000	35000000	12.03
scaffold_5	35000000	40000000	12.41
scaffold_5	40000000	45000000	12.47
scaffold_5	45000000	50000000	12.87
scaffold_5	50000000	55000000	12.72
scaffold_5	55000000	60000000	12.95
scaffold_5	60000000	65000000	12.54
scaffold_5	65000000	70000000	12.65
scaffold_5	70000000	75000000	12.48
scaffold_5	75000000	80000000	12.42
scaffold_5	80000000	85000000	12.27
scaffold_5	85000000	90000000	11.74
scaffold_5	90000000	95000000	11.42
scaffold_5	95000000	100000000	10.47
scaffold_5	100000000	105000000	10.11
scaffold_5	105000000	110000000	9.11
scaffold_5	110000000	115000000	10.67
scaffold_5	115000000	120000000	10.08
scaffold_5	120000000	125000000	10.32
scaffold_5	125000000	130000000	10.23
scaffold_5	130000000	135000000	10.83
scaffold_5	135000000	140000000	11.49
scaffold_5	140000000	145000000	11.72
scaffold_5	145000000	150000000	11.97
scaffold_5	150000000	155000000	12.22
scaffold_5	155000000	160000000	12.62
scaffold_5	160000000	165000000	12.22
scaffold_5	165000000	170000000	12.27
scaffold_5	170000000	175000000	11.77
scaffold_5	175000000	180000000	11.76
